FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM009929,Zamfara,Millet,dry,Loamy,Mixed,Flood,1,0,Yes,27.16 acres,987.9,27.4,53.7,6.3,103.9,4.31,14,5,5.8,1,0,1.1,62599.0,3.44,Average
FRM009930,Benue,Cassava,Harmattan,Silty,Mixed,Flood,Yes,Yes,Yes,2.53,-1054.4,30.1,51.1,6.74,67.7,6.86,3,3,1.0,0,1,2.14,35840.0,3.15,Moderate
FRM009931,Kano,Millet,dry season,Sandy,Mixed,Drip,No,Yes,Yes,1.48,504.6,26.0C,84.3,6.91,143.3,3.13,13,2,32.3,0,0,3.02,79080.0,1.43,low
FRM009932,Gombe,Wheat,wet season,Loamy,Irrigation,Sprinkler,No,No,Yes,0.27,715.3,29.1,68.7,5.52,70.2,1.66,8,2,14.7,1,0,2.63,52310.0,2.0,MODERATE
FRM009933,Kano,Cowpea,DRY,Clay,Rain-fed,Flood,Yes,No,Yes,0.92,929.6,34.8,68.9,6.51,104.8,4.29,11,4,19.2,0,0,3.94,71005.0,2.69,medium
FRM009934,Kebbi,Millet,Wet Season,CLAY,Rain-fed,Sprinkler,Yes,No,Yes,8.34,916.0,27.9,71.5,5.72,843.0,2.45,10,2,39.3,1,1,2.3,62299.0,3.06,medium
FRM009935,Jigawa,Groundnut,wet,clay,Mixed,flood,no,no,Yes,0.51,855.7,25.9,-69.0,6.91,49.5,4.64,2,5,34.6 km,1,0,0.2,71972.0,1.83,Low
FRM009936,Zamfara,Rice,wet season,Clay,Rain-fed,flood,No,No,No,0.33,1374.6,29.1,71.4,5.09,102.8,3.37,14,4,28.5,0,0,1.62,83204.0,2.5,L
FRM009937,Jigawa,Cowpea,wet season,Loamy,Mixed,None,Yes,1,Yes,0.84,706.5,32.2,56.4,7.26,62.8,3.4,17,1,21.2,0,1,3.06,52141.0,3.47,Moderate
FRM009938,Zamfara,Maize,Dry Season,loamy,Rain-fed,Sprinkler,No,yes,No,0.18,707.6,28.8,86.3,6.78,65.5 kg/ha,0.42,17,5,7.7,0,1,1.32,42637.0,2.55 tons,Poor
FRM009939,Kano,Groundnut,Wet Season,clay,Mixed,Flood,No,0,Yes,0.16,764.8,21.7,40.9,pH 7.09,143.9,5.09,13,5,18.5,1,1,1.57,51598.0,2.23,Poor
FRM009940,Plateau,Yam,Wet Season,loamy,Irrigation,None,no,No,No,3.02,693.3,31.5,55.8,5.71,91.1,1.9,0,1,21.0,1,0,2.83,62261.0,2.94,medium
FRM009941,Kano,Cassava,Dry Season,clay,Rain-fed,None,Yes,Yes,Yes,13.24,845.8,30.1,43.0,5.84,92.6,2.85,15,3,38.7,0,1,3.56,45061.0,5.68,EXCELLENT
FRM009942,Zamfara,Wheat,wet season,Sandy,Irrigated,None,Yes,No,Yes,5.44,918.5,33.2,66.3,pH 7.27,69.2,3.6,10,5,35.5,1,0,3.59,45020.0,3.65,Moderate
FRM009943,Taraba,Wheat,Wet Season,loamy,Mixed,Sprinkler,Yes,Yes,No,2.27,606.9,34.6,35.7,7.5,100.3,1.56,14,4,35.7,0,0,2.2,52525.0,2.25,Poor
FRM009944,Plateau,Sorghum,dry,CLAY,rain-fed,Drip,Yes,No,Yes,0.54,928.4mm,21.1,95.6,6.18,90.2,5.62,17,7,41.1,0,1,2.55,41545.0,3.02,M
FRM009945,Jigawa,Wheat,Dry Season,clay,Irrigation,Drip,Yes,No,Yes,1.16,466.2,26.2,43.4,6.78,90.1,1.01,2,3,29.1,1,1,4.08,71919.0,3.92,Moderate
FRM009946,Yobe,Wheat,Dry Season,Sandy,Irrigated,None,Yes,0,no,0.1,584.1,25.1,63.5,5.98,11.2,2.89,24,5,22.8,0,0,0.73,46122.0,2.12,Poor
FRM009947,Sokoto,Rice,wet season,Silt,Mixed,None,N,No,Yes,0.1,1108.4,24.5,56.6,5.09,84.5,3.02,11,1,25.5,0,1,2.95,67168.0,1.54,Below Average
FRM009948,Bauchi,Cassava,Wet Season,Silt,Rain-fed,Flood,Yes,yes,No,1.34,858.9,33.4,64.2,7.21,111.9,5.67,21,6,2.6,1,0,1.27,69141.0,2.65,Moderate
FRM009949,Benue,Rice,Harmattan,loamy,Irrigation,None,Yes,no,No,0.22,567.6,28.1,57.6,6.44,77.2,2.97,7,1,1.0,1,1,3.44,65250.0,3.74,Medium
FRM009950,Niger,Maize,wet season,Loamy,Irrigation,sprinkler,Yes,Yes,Yes,2.71,1003.0,19.6,70.8,5.58,35.1,2.09,6,1,30.3,1,1,1.87,64168.0,4.62,HIGH
FRM009951,Adamawa,Cowpea,Wet Season,Loamy,Mixed,sprinkler,TRUE,No,Yes,0.14,927.1,26.9,90.0,5.55,110.8,5.1,14,5,17.6,1,1,3.52,40769.0,4.64,Excellent
FRM009952,Yobe,Millet,Wet Season,Sandy,Mixed,None,No,No,Yes,0.93,776.4,32.5,82.4,6.59,71.3,2.72,9,2,10.7,1,1,1.77,30685.0,1.69,Below Average
FRM009953,Katsina,Cassava,Dry Season,Silt,Irrigation,Nil,Yes,No,no,2.37,869.5,30.9,41.9,6.49 pH,106.5,3.7,25,3,6.6 km,0,1,1.93,54055.0,3.31,M
FRM009954,Sokoto,Millet,dry season,Loamy,Rain-fed,Drip,TRUE,Yes,Yes,4.43,954.2,23.8,50.3,4.0,18.5,3.13,11,1,17.1,0,0,5.7,60999.0,2.82,Average
FRM009955,Kaduna,Yam,Dry Season,Sandy,Mixed,Sprinkler,No,Yes,No,1.18,651.3,23.8,45.7,7.23,95.1,3.94,19,3,1.0,1,1,1.77,69044.0,2.25 tons,POOR
FRM009956,Kano,Rice,dry season,Clay,Irrigation,None,yes,0,No,0.1,526.2,23.9,78.3,6.76,170.2,1.88,20,4,34.9,0,0,3.87,64694.0,4.49,Average
FRM009957,Bauchi,Groundnut,DRY,loamy,Mixed,Flood,Yes,No,yes,24.0,1033.7,28.1,62.3,6.4,112.3,1.29,22,5,15.6,1,0,2.11,57134.0,6.37,EXCELLENT
FRM009958,Jigawa,Millet,DRY,Loamy,Rain-fed,sprinkler,1,Yes,Yes,1.57,903.7,32.7,38.8,6.2,15.8,2.22,9,4,7.8,0,0,3.64,51277.0,2.92,Average
FRM009959,Benue,Groundnut,Dry Season,loamy,Irrigation,None,0,No,Yes,2.54,744.4,24.0,67.7,5.59,85.1 kg/ha,5.96,10,4,6.4,1,1,26.400000000000002,59903.0,3.96 t/ha,MEDIUM
FRM009960,Kano,Sorghum,DRY,Sandy,Irrigation,Drip,yes,yes,No,3.26,762.4,31.4,76.0,5.3,75.0,3.99,14,2,14.9,1,1,0.2,49774.0,3.82,Medium
FRM009961,Jigawa,Cassava,Wet Season,clay,Rain-fed,Flood,Yes,1,Yes,7.03,662.9,24.6,75.9,6.71,29.9,6.08,10,2,20.2,1,0,2.57,51202.0,2.78,Medium
FRM009962,Bauchi,Sorghum,wet season,LOAMY,Mixed,Drip,Yes,No,Yes,0.14,1173.3,27.3,79.0,5.48,43.2,1.81,12,2,12.3km,1,1,3.96,72675.0,2.0,MEDIUM
FRM009963,Adamawa,Cowpea,Wet Season,loamy,Rain-fed,sprinkler,no,yes,No,1.34,777.9,33.1,55.5,4.66 pH,143.3,2.9,5,6,19.1,0,1,6.0,60850.0,1.2,POOR
FRM009964,Kano,Sorghum,Wet Season,Sandy,Irrigation,Sprinkler,Yes,no,No,5.64,860.7,32.7,57.4,6.38,89.8,3.37,13,4,19.7,0,1,4.95,58015.0,3.71,Moderate
FRM009965,Sokoto,Groundnut,dry season,Loamy,irrigation,Drip,Yes,Yes,Yes,3.38,497.1,26.6,44.4,6.17,88.0,3.27,3,8,30.5,1,1,2.95,37418.0,5.69,high
FRM009966,Taraba,Wheat,DRY,Loamy,Rain-fed,None,Yes,Yes,Yes,1.75,1314.8,19.6,53.1,6.23,114.7,1.91,11,7,1.0,1,0,2.8,73500.0,6.08,HIGH
FRM009967,Gombe,Rice,Wet Season,Clay,Rain-fed,Flood,Yes,No,Yes,2.35,528.6,25.9,54.1,7.43,41.3,6.93,18,7,22.7,0,0,2.9,61279.0,1.41,low
FRM009968,Taraba,Sorghum,Wet Season,Silt,Mixed,None,No,No,Yes,2.59,669.6,24.8,55.9,5.77,27.2,3.11,9,3,13.7,1,1,2.44,43069.0,2.19,Below Average
FRM009969,Yobe,Cowpea,dry,Sandy,Rain-fed,None,Yes,N,No,1.49,685.2,29.7,74.9,6.49,88.0,4.55,8,3,1.0,0,1,2.28,56255.0,1.86,Below Average
FRM009970,Niger,Cassava,Dry Season,Clay,Rain-fed,None,No,Yes,Yes,,1088.7,33.5,55.3,7.84,124.4,4.09,18,2,5.0,1,0,1.23,72349.0,2.95,M
FRM009971,Plateau,Soybean,Dry Season,Clay,Rain-fed,None,Yes,no,Yes,3.58,947.7,31.1,60.3,pH 5.33,30.9,1.63,14,3,14.7,1,0,4.11,42850.0,3.22,M
FRM009972,Kano,Cowpea,Wet Season,Silt,Rain-fed,Drip,Yes,Yes,No,3.93,720.0,32.7,68.5,6.72,28.3,0.99,15,1,8.2,0,0,2.29,43207.0,3.57,MODERATE
FRM009973,Kebbi,Rice,WET,Loamy,Rain-fed,Drip,no,no,Yes,0.79,1347.9,19.8,84.1,5.19,81.4,2.06,15,5,9.4,1,1,2.83 t/ha,54254.0,3.3,M
FRM009974,Taraba,Millet,wet season,Clay,MIXED,drip,Yes,Yes,No,4.84,976.6,31.6,63.6,5.41,145.5,4.25,15,7,1.0,1,1,2.18,40548.0,3.21,MEDIUM
FRM009975,Adamawa,Maize,Wet Season,Sandy,Rain-fed,Flood,Yes,No,Yes,1.5,1187.1,31.8,33.8,6.38,0.0,2.61,11,9,36.8,1,1,-2.26,49791.0,2.93,AVERAGE
FRM009976,Zamfara,Cassava,dry season,Sandy,Mixed,Sprinkler,Yes,No,No,4.73,855.2,29.0,38.7,5.44,106.6,5.45,7,7,38.7 km,0,0,4.07,44128.0,2.56,L
FRM009977,Gombe,Groundnut,wet season,Sandy,Irrigation,flood,No,Yes,No,0.74,1065.5,28.6°C,90.2,6.17,56.3,3.04,7,4,1.0,0,0,3.01,47162.0,1.26,LOW
FRM009978,Yobe,Maize,dry season,Loamy,Rain-fed,flood,Yes,no,0,4.42,817.2,24.7,83.5,7.18,64.2,1.1,5,2,36.0,0,0,1.14,65358.0,2.16,Below Average
FRM009979,Benue,Cowpea,dry,Sandy,Rain-fed,flood,No,No,No,0.1,579.8,38.2,89.3,5.19,60.8 kg/ha,1.05,13,1,13.3,0,1,2.47,66898.0,0.94,Minimal
FRM009980,Jigawa,Cowpea,Wet Season,Sandy,Rain-fed,Sprinkler,yes,No,N,1.36,1066.2,25.6,77.0,6.46,59.9,0.0,20,3,24.7,1,1,2.72,59816.0,3.06,M
FRM009981,Kebbi,Cowpea,wet,loamy,Rain-fed,None,No,No,yes,1.61,494.6,34.0,77.4,4.13,34.7,2.97,14,1,22.7,1,0,1.69,64528.0,0.25,VERY POOR
FRM009982,Sokoto,Maize,Rainy,Silt,rain-fed,None,Yes,1,0,0.15,1093.8,23.8,49.6,7.02,66.5,5.37,4,2,1.0,0,1,3.28,19069.0,4.48,MEDIUM
FRM009983,Sokoto,Sorghum,Dry Season,Loamy,Rain-fed,None,Yes,yes,no,2.21,384.1,28.4,48.1,6.16,143.8,3.66,17,2,1.0,1,0,0.83,83679.0,2.86,M
FRM009984,Niger,Rice,Harmattan,Sandy,rain-fed,Flood,No,Yes,1,1.15,849.6,32.2,68.7,6.8,93.0,3.23,13,6,1.0,0,1,3.3,58509.0,3.88,MODERATE
FRM009985,Niger,Cassava,dry season,Sandy,Rain-fed,Sprinkler,No,Yes,No,0.5,1077.1,22.8,54.1,6.08,72.0,4.65,12,2,10.6,1,0,0.7,57725.0,1.48,LOW
FRM009986,Plateau,Rice,Harmattan,Sandy,Mixed,Flood,Yes,Yes,Yes,0.1,1111.4,24.2,76.8,5.3,75.9,4.52,12,5,46.8,1,0,3.37,48084.0,2.26,Moderate
FRM009987,Gombe,Cassava,dry season,Sandy,Irrigation,Drip,No,Yes,no,8.29,647.7,21.0,82.9,6.59,75.8,4.31,20,3,14.0,1,0,4.09,64108.0,4.23,MEDIUM
FRM009988,Zamfara,Cassava,Wet Season,Loamy,Rain-fed,None,Yes,yes,No,2.03,824.5,25.4,85.7,5.44,43.7,5.48,21,3,36.0,1,0,3.67,41503.0,2.0,M
FRM009989,Benue,Millet,dry season,Loamy,Mixed,Flood,no,Yes,Yes,4.44,1136.6mm,30.9,63.7,7.16,100.9,7.36,3,1,36.8,0,0,0.29,62852.0,1.83,low
FRM009990,Zamfara,Cowpea,Wet Season,Sandy,Rain-fed,Sprinkler,No,No,No,1.17,403.5,32.1,54.5,6.21,9.7,3.26,7,2,19.9,0,0,3.79,78930.0,0.86,VERY LOW
FRM009991,Kaduna,Soybean,Wet Season,loamy,Rain-fed,None,No,No,Yes,2.87,1117.5,32.4,65.4,5.6,89.8,1.47,18,2,16.0,0,0,0.2,60906.0,34.300000000000004,medium
FRM009992,Yobe,Yam,WET,Loamy,Rain-fed,Drip,No,No,Yes,0.77,699.6,33.6,75.4,5.95,104.6,6.32,9,5,7.5,1,1,3.52,24128.0,3.35,AVERAGE
FRM009993,Niger,Rice,wet,Clay,Rain-fed,Drip,Yes,no,No,5.42,980.4,25.7,68.6,5.46,76.5,1.31,9,7,18.5,0,1,1.38,67151.0,1.92,POOR
FRM009994,Plateau,Millet,dry season,Silty,Mixed,None,1,yes,No,1.64,1362.4,30.0,71.3,7.76,88.0,2.24,15,6,24.2,1,0,2.6,26153.0,3.95,medium
FRM009995,Bauchi,Cowpea,Rainy,Silt,Irrigation,Drip,No,No,Yes,,1135.9,28.8 degrees,69.1,7.42,106.8,5.94,7,6,14.4,1,1,2.36,56010.0,2.77,medium
FRM009996,Katsina,Wheat,Wet Season,Clay,irrigation,Sprinkler,No,Yes,No,3.96,649.3,29.0,40.7,5.68,43.7,6.45,4,5,20.3,0,1,2.46,55950.0,1.55,low
FRM009997,Kano,Wheat,WET,Loamy,Rainfed,None,No,yes,Yes,3.56,566.6,28.8,42.3,4.86,133.8,2.28,7,1,35.3,0,0,3.6,34430.0,2.63,L
FRM009998,Kano,Sorghum,DRY,Clay,Irrigation,Flood,No,Yes,Yes,1.38,660.4,29.8,64.0,6.58,29.3,3.24,1,3,5.7km,1,1,3.16,41032.0,3.23,M
FRM009999,Bauchi,Maize,Wet Season,Loamy,Irrigation,Sprinkler,No,Yes,Yes,1.67,433.2,30.3,93.4,5.98,68.3,5.39,16,5,18.2,1,1,,51204.0,2.63,MODERATE
FRM010000,Katsina,Wheat,Wet Season,LOAMY,Irrigated,Sprinkler,1,Yes,No,6.91,747.9,24.3,50.2,6.41,49.6,5.52,15,1,28.3,1,1,5.25,52599.0,6.68,H
FRM010001,Taraba,Groundnut,Rainy,Sandy,Irrigation,flood,Yes,No,yes,0.61,897.6,328.0,55.4%,6.74,55.3,4.59,10,6,6.7,0,0,3.02,64954.0,2.94,Medium
FRM010002,Zamfara,Cowpea,Dry Season,loamy,Irrigation,None,No,0,Yes,2.26,909.9,28.9,49.3,6.75,113.0,6.94,23,5,9.0,0,1,2.96,63157.0,4.76,H
FRM010003,Katsina,Yam,Dry Season,clay,Mixed,Sprinkler,Yes,No,yes,5.48,741.2,30.7,59.3,6.88,81.3,6.37,10,3,34.7,1,1,3.26,66016.0,3.89,MODERATE
FRM010004,Plateau,Soybean,wet,Sandy,Mixed,Drip,Yes,No,No,4.24,636.5,31.4,63.2%,6.62,46.3,6.36,8,1,24.4,1,1,3.64,50628.0,2.02,LOW
FRM010005,Benue,Cowpea,dry,Loamy,Mixed,sprinkler,Yes,No,No,3.25,654.5,28.2,59.6,6.53,70.1,2.39,9,4,20.3,0,0,6.13,50641.0,2.0,Average
FRM010006,Katsina,Wheat,Rainy,Sandy,Irrigation,drip,Yes,Yes,Yes,3.83,706.2,28.4,80.4,8.55,85.0,0.05,15,3,10.9,0,0,2.71,68144.0,3.66,Moderate
FRM010007,Plateau,Yam,Rainy,loamy,Rain-fed,Sprinkler,Yes,Yes,Yes,2.27,745.7,26.5,53.8,6.79,67.6,1.93,6,4,5.9,0,0,2.5,44394.0,3.44,Moderate
FRM010008,Yobe,Soybean,Wet Season,Clay,Irrigation,None,Yes,1,Yes,0.53,867.7,25.6,81.2,5.34,91.5,6.68,6,1,24.5,1,0,4.6,55860.0,2.83,Moderate
FRM010009,Bauchi,Sorghum,Wet Season,LOAMY,Irrigation,Sprinkler,Yes,Yes,No,0.13,962.4,32.2,80.3,6.76,59.0,0.0,19,4,1.0,1,1,3.43,36924.0,4.31,EXCELLENT
FRM010010,Niger,Sorghum,dry,Silty,Rain-fed,Flood,Yes,Yes,Y,4.12,793.9,30.1,78.9,6.33,56.2,2.38,9,4,15.9,1,1,3.5,64864.0,4.46,high
FRM010011,Bauchi,Millet,WET,Sandy,Mixed,Drip,Yes,No,No,2.31,672.2,30.0,77.8,6.67,74.1,0.0,10,3,34.7,0,0,3.69,71289.0,2.56,Poor
FRM010012,Kebbi,Soybean,WET,Sandy,Rain-fed,Drip,Yes,yes,No,6.09,785.9,32.9,50.1,5.48,83.2,1.63,5,1,1.0km,1,1,2.79,61711.0,2.48,LOW
FRM010013,Sokoto,Soybean,Dry Season,Sandy,Rain-fed,Sprinkler,Yes,No,Yes,0.32,939.4,22.8,81.8,5.5,102.3,1.25,2,2,30.6,1,0,0.89,54651.0,2.99,Moderate
FRM010014,Sokoto,Groundnut,Harmattan,Sandy,Rain-fed,Drip,No,Yes,Yes,0.31,885.6,21.6,58.9,5.82,78.3,6.06,8,5,4.7,0,1,3.98,71822.0,3.02,medium
FRM010015,Gombe,Soybean,Wet Season,Loamy,IRRIGATION,flood,Yes,No,0,0.38,889.9,22.7,62.3,7.5,46.1,5.38,7,2,,0,1,6.26,56500.0,3.96,Medium
FRM010016,Bauchi,Wheat,Dry Season,Loamy,Mixed,None,No,No,Yes,4.87,975.0,25.0,76.2,6.62,98.1,3.62,17,5,16.4,1,0,3.77,55635.0,3.46,Medium
FRM010017,Kaduna,Groundnut,Wet Season,Loamy,Mixed,None,Yes,No,Yes,0.55,852.5,21.5,68.3,7.41,39.2,4.27,21,4,24.5,1,0,0.33,70234.0,2.51,Average
FRM010018,Zamfara,Soybean,DRY,Loamy,Mixed,Sprinkler,no,No,Yes,1.86,581.2,30.0,68.5,5.33,72.1,5.11,1,2,19.2,1,0,3.08,60103.0,2.52,LOW
FRM010019,Benue,Rice,DRY,Loamy,Rain-fed,Drip,Yes,Yes,No,4.94,933.2mm,24.5,33.4,5.59 pH,105.9,3.85,7,7,15.9,0,0,1.95,25820.0,2.63,Moderate
FRM010020,Kebbi,Millet,wet season,C,IRRIGATION,None,Yes,No,1,2.09,874.1,28.7,74.8%,4.92,73.0,2.73,12,4,26.6,0,0,1.99,46354.0,3.77,M
FRM010021,Kebbi,Millet,Wet Season,Sandy,Irrigation,Drip,Yes,Yes,Yes,3.18,975.4,29.1C,70.7%,7.22,128.2kg,4.17,5,5,21.2,1,0,5.08,51420.0,4.45,HIGH
FRM010022,Niger,Rice,Harmattan,Loamy,Irrigation,Flood,No,N,Yes,0.16,1132.2,25.0,75.5 percent,5.57,93.6,3.09,20,2,23.0,1,1,3.41,57733.0,5.04,EXCELLENT
FRM010023,Katsina,Groundnut,dry,Silt,rain-fed,drip,yes,Yes,Yes,2.43,583.8,27.4,81.6,6.42,71.8,5.48,22,8,17.9,1,0,3.76,59989.0,3.19,Moderate
FRM010024,Zamfara,Sorghum,Wet Season,Clay,Rain-fed,drip,Yes,No,Yes,1.88,644.1,23.0,65.7,4.0,110.6,3.58,0,1,15.5,1,1,0.92 t/ha,76733.0,2.06,low
FRM010025,Bauchi,Rice,Rainy,Loamy,irrigation,flood,No,Yes,Yes,4.69,493.7,27.1,65.2,6.65,82.9,5.61,13,1,18.5,0,0,1.85,78061.0,3.81,Moderate
FRM010026,Kano,Cowpea,dry,CLAY,Rain-fed,drip,no,Yes,No,1.51,684.0,21.6,61.8,6.47,115.1,5.37,20,5,1.0,1,1,0.46,46406.0,1.31,Below Average
FRM010027,Kebbi,Maize,Dry Season,Loamy,Rain-fed,Sprinkler,No,Yes,Yes,7.01,923.0,26.2,56.3,7.22,230.7,1.8,17,5,26.7,1,0,2.08,65613.0,2.45 t/ha,AVERAGE
FRM010028,Plateau,Yam,Wet Season,Loamy,Rainfed,None,Yes,yes,Yes,1.41,705.1,24.1,52.3,7.7,61.3,2.03,16,4,16.8,0,0,4.45,56346.0,3.28,MEDIUM
FRM010029,Kano,Sorghum,dry,Loamy,Rainfed,flood,Yes,Yes,Yes,0.32,1041.5,24.1,45.8,6.91,89.1,1.49,5,3,29.9,0,1,1.54,49144.0,4.66,Moderate
FRM010030,Bauchi,Sorghum,Wet Season,clay,Rainfed,Sprinkler,No,No,Yes,5.0,1061.2,27.5,59.7,,57.9,7.34,9,2,1.0,1,0,2.89,36525.0,1.06,L
FRM010031,Kaduna,Cassava,Dry Season,loamy,Irrigation,Flood,yes,No,Yes,1.41,712.7,31.4,78.7,-7.04,66.9,5.63,0,4,8.2,1,0,1.01,23385.0,3.29,MODERATE
FRM010032,Katsina,Sorghum,DRY,clay,Rain-fed,sprinkler,Yes,Yes,No,0.8 ha,482.0,26.6,73.9%,6.79,85.4,5.56,7,1,22.8,0,0,3.03,51123.0,0.8,Poor
FRM010033,Katsina,Millet,dry season,clay,Irrigation,Flood,FALSE,Yes,Yes,0.91,623.7,34.6,55.8,6.44,113.7,1.4,12,6,12.4,0,1,3.06,94082.0,2.42,Moderate
FRM010034,Benue,Sorghum,WET,Loamy,Mixed,None,Yes,No,1,9.41,732.7mm,33.1,57.3,6.25,67.3,4.99,8,3,19.2,1,1,1.18,70436.0,2.88,MEDIUM
FRM010035,Kebbi,Cowpea,DRY,Silt,Mixed,sprinkler,Yes,No,Yes,1.43,,29.9,68.5,6.39,79.3,9.02,18,2,6.8,0,1,4.63 tons,65463.0,3.66,MODERATE
FRM010036,Niger,Sorghum,WET,Sandy,MIXED,None,No,Yes,No,1.21,1042.1,30.9,69.8,7.57,56.8,3.06,11,7,7.1,1,0,0.57,56528.0,2.79,Poor
FRM010037,Yobe,Soybean,Dry Season,Silty,rain-fed,None,Yes,No,no,3.64,1057.5,26.5,55.3,5.62,1376.0,4.64,20,6,19.7,1,0,3.76,42469.0,2.66,MEDIUM
FRM010038,Taraba,Millet,Dry Season,Silt,Irrigation,None,No,yes,Yes,1.7,733.2,32.8,67.2,5.67,11.7,1.05,15,5,9.3km,1,0,3.07,47806.0,3.5,MODERATE
FRM010039,Taraba,Rice,Dry Season,Silt,Rain-fed,flood,Yes,Yes,Yes,3.24,1089.7,34.5,78.7,6.96,115.2,0.0,16,2,5.3,1,1,3.01,52034.0,7.45 tons,Excellent
FRM010040,Adamawa,Rice,Rainy,Silt,Rain-fed,Flood,Yes,Yes,Yes,2.49 ha,433.1,35.3,62.9,6.43,120.9,2.86,17,6,1.0,1,1,2.71,47785.0,3.76,Moderate
FRM010041,Sokoto,Wheat,wet,Sandy,Irrigation,None,Yes,Yes,No,7.32,758.1,28.5,42.9,6.89,92.3,3.89,15,5,14.8,1,1,2.27,62388.0,5.36,high
FRM010042,Plateau,Maize,wet season,Sandy,Rain-fed,Flood,1,No,yes,4.86,639.5,34.0,75.5,6.47,96.8,3.15,0,6,20.8,0,1,2.55,68257.0,1.25,Low
FRM010043,Kano,Maize,Wet Season,L,Irrigation,Sprinkler,Yes,yes,no,0.21,1133.8,29.5,80.8,5.71,157.2,3.22,23,5,7.0,0,1,3.88,60718.0,6.09,High
FRM010044,Adamawa,Soybean,wet,LOAMY,Mixed,None,Yes,Yes,Yes,7.83,1075.6,26.5,68.4,4.14,77.7,4.17,0,4,14.9,1,0,2.53,73884.0,3.22,M
FRM010045,Yobe,Maize,Wet Season,Clay,Rain-fed,None,No,No,Yes,2.39,819.7,38.0,99.0,6.53,64.8,0.95,10,2,35.2,1,1,5.03,54834.0,,M
FRM010046,Kaduna,Sorghum,Wet Season,Loamy,Irrigation,Drip,1,No,Yes,0.97,1247.2,32.8,46.3,6.79,136.0,3.34,9,6,24.4,1,0,2.72,53856.0,5.49,High
FRM010047,Yobe,Rice,Harmattan,Sandy,Rain-fed,Sprinkler,Yes,Yes,No,5.07,1080.6,25.8,53.1,5.77,38.2,6.18,12,2,34.9,1,0,4.05 tons,94828.0,2.92,AVERAGE
FRM010048,Jigawa,Sorghum,dry season,Silt,Rain-fed,None,Yes,No,yes,3.6,998.0,30.1,77.0,5.13,111.1,3.51,19,2,17.6,1,0,2.07,56847.0,2.99,Moderate
FRM010049,Sokoto,Cassava,Dry Season,Clay,Rain-fed,Drip,0,Yes,Yes,0.47,905.2,21.9,84.2,6.88,48.6,1.96,12,5,12.1,0,0,3.6,56489.0,2.04,POOR
FRM010050,Katsina,Wheat,wet,Sandy,Mixed,Sprinkler,No,No,Yes,0.36,801.5,24.2,70.8,7.74,65.2,2.39,23,6,16.7,1,0,1.72,36111.0,2.83,Poor
FRM010051,Kano,Rice,dry,Loamy,Mixed,Sprinkler,No,Yes,Yes,4.77,783.8,30.6,57.4,5.77,44.5,4.2,32,3,1.0,0,0,2.78,81746.0,2.55,Moderate
FRM010052,Zamfara,Maize,Dry Season,Clay,MIXED,Sprinkler,Yes,Yes,Yes,3.07,7649.0,29.0,60.1,6.91,36.8,0.17,3,6,23.6,1,0,1.45,52664.0,4.25,Moderate
FRM010053,Kebbi,Yam,Harmattan,CLAY,irrigation,Flood,No,Yes,No,0.89,1074.3,30.4,57.3,7.13,48.7,0.92,6,3,26.7,1,1,2.18,60759.0,2.1 t/ha,POOR
FRM010054,Kaduna,Sorghum,WET,Loamy,Rain-fed,flood,yes,No,yes,1.11,1178.9,32.1,80.9%,6.35,52.4,1.73,0,1,19.2,1,1,2.27,63643.0,3.57,AVERAGE
FRM010055,Zamfara,Cowpea,Dry Season,S,Irrigation,None,No,Yes,Yes,2.21,1070.4,31.6,53.7,6.2,62.2,3.57,20,7,9.5,1,1,3.6,40377.0,5.67,high
FRM010056,Niger,Yam,wet,Loamy,Mixed,Flood,Yes,No,No,2.05,1032.4,25.1,71.7,6.27,64.0,1.69,16,6,41.8,0,0,1.82,64078.0,3.8,Average
FRM010057,Adamawa,Cowpea,Wet Season,Clay,Rain-fed,Flood,No,Yes,No,2.64,597.0,30.2,68.5,6.25,55.6,5.13,15,6,12.2,0,1,5.55,92868.0,1.8,POOR
FRM010058,Kebbi,Cassava,Dry Season,Loamy,Rain-fed,Drip,yes,Yes,no,2.63,1000.2 mm,26.4,49.4,4.87,112.0,1.01,18,3,10.1,0,0,2.75,52957.0,3.94,M
FRM010059,Kano,Maize,Dry Season,Silt,Rain-fed,None,Yes,no,Yes,0.58,1579.1,35.4,75.2,5.9,80.1,6.92,5,1,6.2,1,1,4.77,29474.0,3.53,Medium
FRM010060,Kebbi,Sorghum,WET,Loamy,Irrigation,None,No,No,No,2.64,779.4,29.9,57.8,6.88,,3.51,25,5,8.4,1,1,1.66,61430.0,3.61,Average
FRM010061,Sokoto,Sorghum,Wet Season,Silt,Irrigation,None,No,Yes,Yes,0.6,526.6,35.8,72.6,6.9,0.0,5.17,14,4,19.2,1,1,4.25,61468.0,2.85,MODERATE
